Artist,Name,Text
아월,여담,"밴드명 OurR은 맨 앞 O와 가장 뒤에 위치한 R만 대문자로 표기합니다.2018년 해피로봇 레코드의 쇼케이스 ‘NEW WAVE vol.1’을 통해 첫 선을 보였습니다.유튜브 채널에서 브이로그를 업데이트하며, 공연 비하인드와 일상을 공유하고 있습니다."
아토,아티스트명,아토 (Atto)
아토,멤버,"이름: 전세한, 포지션: 보컬
이름: 조두홍, 포지션: 기타
이름: 이시은
이름: 목정태
"
아토,결성,2016년
아토,국적,대한민국
아토,장르,락메탈
아토,소속사,해피로봇 레코드
아토,데뷔,2016년 디지털 싱글 '소리결'
아토,아티스트소개,"아토는 순 우리말로 '선물'이란 뜻을 가진 팝밴드로, 2016년 1월 13일 디지털 싱글 '소리결'로 데뷔하였습니다. 보컬 전세한과 기타 조두홍으로 구성되어 있으며, 다양한 커버곡과 자작곡을 통해 활동을 이어가고 있습니다."
아토,디스코그래피,"앨범명: 11th Present, 발매일: 2018년 10월 19일, 유형: 싱글, 트랙리스트: ['로그아웃']
앨범명: 카페 비러스윗사운드 6월 미묘, 발매일: 2018년 6월 25일, 유형: 싱글
앨범명: 10th Present, 발매일: 2017년 12월 19일, 유형: 싱글
앨범명: 9th Present, 발매일: 2017년 10월 27일, 유형: 싱글
앨범명: 8th Present, 발매일: 2017년 8월 24일, 유형: 싱글, 트랙리스트: ['그때의 당신이라기보다 (Vocal By 소리)']
앨범명: 7th Present, 발매일: 2017년 6월 30일, 유형: 싱글
앨범명: 6th Present, 발매일: 2017년 5월 17일, 유형: 싱글, 트랙리스트: ['숨바꼭질']
"
아토,여담,"2018년 12월, 전리더가 교통사고를 당했으나 현재는 건강을 회복한 상태입니다.2018년 12월, WINNER의 'MILLIONS'을 편곡한 커버 영상을 업로드하며 뉴페이스 드러머 수민이 합류했습니다."
아톰뮤직하트,아티스트명,아톰뮤직하트 (Atom Music Heart)
아톰뮤직하트,멤버,"이름: 훈조, 포지션: 기타, 보컬
이름: 박용규, 포지션: 베이스
이름: 전지환, 포지션: 드럼
"
아톰뮤직하트,활동유형,그룹
아톰뮤직하트,결성,2019년
아톰뮤직하트,국적,대한민국
아톰뮤직하트,장르,인디록
아톰뮤직하트,소속사,해피로봇 레코드
아톰뮤직하트,데뷔,2019년 앨범 'Bravo Victor'
아톰뮤직하트,아티스트소개,"아톰뮤직하트는 2019년 데뷔한 대한민국의 인디 록 밴드로, 더 모노톤즈 출신의 훈조가 주축을 이루고 있습니다. 밴드 이름은 훈조가 어린 시절 방문했던 미국의 기타숍 상호명을 변형한 것이며, 다양한 음악적 변주와 1990년대 그런지와 얼터너티브의 거친 매력을 중심으로 합니다."
아톰뮤직하트,디스코그래피,"앨범명: 정규 3집, 발매일: 2023년 12월 4일, 유형: 정규, 트랙리스트: ['순간은 꿈처럼']
앨범명: 크리스마스 저녁의 랑데뷰, 발매일: 2022년 12월 17일, 유형: 싱글, 트랙리스트: ['크리스마스 저녁의 랑데뷰']
앨범명: 도시의 질감, 발매일: 2022년 9월 14일, 유형: 정규, 트랙리스트: ['소리샘']
앨범명: 망명자 이즘, 발매일: 2021년 11월 1일, 유형: 정규, 트랙리스트: ['망명자']
앨범명: Elephant funeral on air (엘레펀트 퓨너럴 온 에어), 발매일: 2020년 9월 18일, 유형: EP
앨범명: Bravo Victor (브라보 빅토르), 발매일: 2020년 9월 11일, 유형: EP, 트랙리스트: ['파루']
앨범명: Odd Spill (오드 스필), 발매일: 2020년 9월 11일, 유형: EP
"
아톰뮤직하트,여담,아톰 뮤직 하트는 훈조가 어린 시절 들렀던 미국의 기타숍 상호명을 변형하여 지어진 이름입니다.훈조의 음악은 비틀즈와 비치 보이스를 가져가면서도 1990년대 그런지와 얼터너티브의 거친 매력을 중심에 두고 있습니다.
안마루,아티스트명,안마루 (Ahn Maru)
안마루,활동유형,솔로 (여성)
안마루,데뷔,2023
안마루,국적,대한민국
안마루,장르,일렉트로닉댄스/팝
안마루,아티스트소개,"전자음악 아티스트 안마루는 빅비트를 기반으로 한 록 음악과 같은 강렬한 사운드를 특징으로 합니다. 지난 몇 년간 연극 무대의 음악 감독과 투쟁 집회에서의 연주자로 활동하며, 다양한 장르의 문법에 대한 깊은 이해를 바탕으로 창작활동을 해왔습니다. 2023년 정규 앨범 『Plastic Star』를 통해 데뷔했으며, 춤을 출 수 있는 음악에 집착하며 모두와 그 감정을 공유하고자 합니다."
안마루,디스코그래피,"앨범명: Plastic Star, 발매일: 2023.09.10, 유형: 정규, 트랙리스트: ['Departure', 'Moment', 'Flow', '해방']
앨범명: Count, 발매일: 2024.01.06, 유형: EP
"
안마루,여담,"안마루는 다양한 연극 무대의 음악 감독과 투쟁 집회에서 연주자로 활동했으며, 당시 기타를 연주했습니다.김파다의 『노래하기』 (2023)에서 리믹서이자 총괄 프로듀서로 참여했습니다.『Plastic Star』의 크레딧에 “Special Thanks to 키라라”라는 문구가 적혀 있습니다.3년간의 활동을 통해 다양한 장르에 대한 깊은 고찰과 이해를 바탕으로 창작활동을 해왔습니다."
안지,아티스트명,안지 (Angie)
안지,활동유형,솔로
안지,국적,대한민국
안지,장르,인디음악포크/블루스R&B/Soul록/메탈
안지,소속그룹,웨이스티드 쟈니스 (Wasted Johnnys)Daddy O Radio (데디오레디오)안지 X 꾸짬마 (Angie X Kuzzamma)
안지,아티스트소개,"안지 (Angie)는 싱어송라이터로 활동하고 있는 솔로 뮤지션으로, 락밴드 '웨이스티드쟈니스'에서 기타, 보컬, 작사, 작곡으로 이름을 알렸습니다. 현재 아이리쉬펑크 밴드 '데디오레디오'와 크라잉넛의 이상혁과 듀오 '안지 X 꾸짬마'로 활동하고 있으며, 슬라이드로사, 옴브레 등 동료 뮤지션과의 협연도 활발히 하고 있습니다. 밴드활동과는 다른 장르와 색깔로 솔로 음원을 발표하며 자신만의 음악세계를 구축해가고 있습니다."
안지,앨범 및 싱글,"앨범명: 동창생 OST, 발매일: 2013, 트랙리스트: ['임무 (보컬 피쳐링)']
앨범명: Cross road, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: 정규 1집
앨범명: 동반수면, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: EP
앨범명: 목소리, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: EP
앨범명: Get wasted!, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: EP
앨범명: 강, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: 싱글
앨범명: Broken string, 발매일: 2013, 아티스트: 웨이스티드쟈니스, 유형: 싱글
앨범명: 밤새도록, 발매일: 2019, 아티스트: 데디오레디오, 유형: 싱글
앨범명: We Should Drink More, 발매일: 2019, 아티스트: 데디오레디오, 유형: EP
앨범명: 방전, 발매일: 2022, 아티스트: 안지, 유형: 싱글
앨범명: Sugar breath, 발매일: 2022, 아티스트: 안지 X 꾸짬마, 유형: 싱글
앨범명: 해파리엔딩, 발매일: 2022, 아티스트: 안지 X 꾸짬마, 유형: 싱글
앨범명: 곁, 발매일: 2022, 아티스트: 안지 X 꾸짬마, 유형: 싱글
앨범명: Kissing the sun, 발매일: 2022, 아티스트: 안지 X 꾸짬마, 유형: 싱글
앨범명: 배부르니까, 발매일: 2022, 아티스트: 안마루 X 슬라이드로사, 유형: 싱글
"
안지,활동정보,"데뷔곡:
Crossroad Meet The Devil
그룹:
웨이스티드 쟈니스 (Wasted Johnnys)
활동년대:
2010년대, 2020년대
유형:
솔로 | 여성
"
안홍근,아티스트명,안홍근
안홍근,유형,솔로 (남성)
안홍근,데뷔,2012
안홍근,국적,대한민국
안홍근,장르,인디포크/어쿠스틱
안홍근,인기곡,사랑은 사막안녕Rewind왔다갔다진눈깨비
안홍근,앨범,"앨범명: 사랑은 사막, 발매일: 2012.11.15, 종류: EP(미니)
"
안홍근,아티스트소개,"홍대 연남동의 음유시인 안홍근은 2012년 데뷔한 대한민국의 인디 포크/어쿠스틱 가수입니다. 그의 본업은 일러스트레이터이자 만화가로, 군대에서 연인에게 이별을 통보받은 후 음악을 시작했습니다. 그의 음악은 부끄러움과 겸손을 바탕으로 하여 누구나 쉽게 공감할 수 있는 진심 어린 가사와 목소리가 특징입니다."
안홍근,여담,"안홍근은 처음 홍대 앞 로베르네에서 공연을 시작했으며, 그때 당시 홍대 인디씬에서 포크 싱어송라이터가 새로운 유행이었습니다.그는 일러스트레이터와 만화가로도 활동하고 있습니다.공연 때마다 지나치게 수줍어하고 겸손한 모습을 보여줍니다.자기 속임이 없는 진정한 음악을 추구하며, 자신의 감정과 표현을 숙성시키고자 노력합니다.작건 크건, 카페건 술집이건 어느 무대에서든 노래를 부르며, 그의 음악으로 누군가에게 위로가 되기를 바랍니다."
알버트 포시스,아티스트명,Albert Posis
알버트 포시스,유형,솔로 (남성)
알버트 포시스,국적,미국
알버트 포시스,장르,알앤비소울
알버트 포시스,인기곡,SerendipityEverlastingHello
알버트 포시스,앨범,"앨범명: Cheeky (Stripped), 발매일: 2024.02.03, 종류: 싱글
앨범명: Cheeky, 발매일: 2024.01.19, 종류: 싱글
앨범명: Hello, 발매일: 2023.08.25, 종류: 싱글
앨범명: Overthinking, 발매일: 2023.03.13, 종류: 싱글
"
알버트 포시스,아티스트소개,"알버트 포시스(Albert Posis)는 샌디에고 출신의 필리핀계 미국인 어쿠스틱 R&B 싱어송라이터입니다. 그는 유튜브 채널에 자신의 노래와 커버 영상을 업로드하여 수천만 조회수를 기록하며 음악적 경력을 쌓았습니다. 따스하고 캐주얼한 보이스와 안락함을 느끼게 하는 송라이팅으로 음악 팬들의 마음을 서서히, 깊이 녹이는 뮤지션입니다."
알버트 포시스,여담,"알버트 포시스는 제프 버넷, 마이클 캐리언, 제레미 패션, 제시 바레라 등과 같은 필리핀계 미국인 싱어송라이터들과 음악적 스타일을 공유합니다.그는 음악적 경력을 쌓기 위해 유튜브 플랫폼을 적극 활용하였으며, 그의 커버 영상은 많은 조회수를 기록했습니다.그의 음악은 따스하고 캐주얼한 보이스와 편안함을 느끼게 하는 송라이팅이 특징입니다."
야생마와 자유부인,아티스트명,야생마와 자유부인
야생마와 자유부인,유형,프로젝트 밴드
야생마와 자유부인,멤버,한예솔김도연
야생마와 자유부인,국적,대한민국
야생마와 자유부인,장르,인디
야생마와 자유부인,아티스트소개,야생마와 자유부인은 '한예솔'과 '김도연' 두 사람이 만나 결성한 프로젝트 밴드입니다. 이 밴드는 들판을 자유롭게 뛰어다니는 야생마와 자유부인처럼 자유로운 삶을 꿈꾸며 음악을 만들고 연주합니다.
야자수,아티스트명,야자수
야자수,유형,밴드
야자수,국적,대한민국
야자수,결성,2022년 3월 19일
야자수,데뷔일,2023년 4월 17일
야자수,멤버,"이름: 김재영, 포지션: 보컬, 기타, 소개: 김재영은 보컬과 기타를 담당하며, 공연에서 독특한 매력을 발산하는 멤버입니다. 인스타그램에서 '남산동 월드스타'라는 별명을 가지고 있으며, 공연 중에는 관객들과 적극 소통합니다.
이름: 김정원, 포지션: 기타, 소개: 김정원은 리드 기타리스트로, 다양한 기타를 소유하고 있으며, 서동 존 메이어라는 별명을 가지고 있습니다. 그의 기타 연주와 페달보드는 야자수의 음악적 깊이를 더합니다.
이름: 하준, 포지션: 베이스, 소개: 하준은 베이시스트로, 야자수 외에도 End These Days에서 활동하고 있습니다. 타투와 장발, 피어싱이 잘 어울리는 멤버로, 팬들 사이에서 인기가 많습니다.
이름: 박요한, 포지션: 드럼, 소개: 박요한은 드러머로, 드럼에 대한 열정과 함께 탁구를 좋아하는 멤버입니다. 공연 때마다 긴장하지만, 그의 연주는 밴드의 힘을 더해줍니다.
"
야자수,장르,인디
야자수,앨범,"앨범명: Yaho!, 발매일: 2023년 4월 17일, 종류: EP
"
야자수,인기곡,Intro우린 야자수I like blueYaho!색깔We'll be a best friend baby yeahBright makes me white갯바위에서After Sunshine여름캠프여름일기
야자수,아티스트소개,"야자수는 파도 소리와 함께 느긋한 도입부를 시작으로 부드러운 분위기와 몰아치는 연주를 선보이는 밴드입니다. 부산 밴드씬의 라이징 스타로, 훌륭한 음악성과 팬들을 끌어들이는 흡입력을 자랑합니다. MBTI 'I'만 모인 독특한 밴드로, 해변가 야자수가 생각나는 음악을 추구합니다."
야자수,여담,"김재영은 낚시를 좋아하며, 다양한 기타를 소유하고 있습니다.김정원은 술과 담배를 하지 않으며, 기타 수집이 취미입니다.하준은 End These Days에서도 활동하며, 노래도 잘합니다.박요한은 드럼을 전문적으로 할 생각이 없었으나, 야자수에 합류하게 되었습니다.야자수의 모든 곡은 하프다운 튜닝입니다."
양반들,아티스트명,양반들
양반들,유형,그룹 (남성)
양반들,국적,대한민국
양반들,결성,2014년
양반들,장르,인디락/메탈
양반들,멤버,"이름: 전범선, 포지션: 보컬
이름: 누기, 포지션: 베이스
이름: 딸기, 포지션: 드럼
이름: 윤성호, 포지션: 기타
이름: 이지훈, 포지션: 키보드
이름: 학, 포지션: 비디오
"
양반들,아티스트소개,"양반들은 얼터너티브 케이팝 밴드로, 2014년 결성되었습니다. 이들은 여러 장르를 아우르며 스스로를 윈드앤플로우(Wind & Flow) 즉, 풍류(風流)로 정의합니다. 첫 싱글 <두무개다리>는 2022년에 발매되었으며, 부산 밴드씬에서 라이징 스타로 자리잡았습니다. 부드러운 도입부와 몰아치는 연주로 독특한 음악적 색깔을 가지고 있습니다."
양반들,디스코그래피,"앨범명: 사랑가, 발매일: 2014.08.05
앨범명: 혁명가, 발매일: 2016.03.21
앨범명: 방랑가, 발매일: 2017.11.30
앨범명: 혼자가 되는 시간, 발매일: 2019.04.16
앨범명: Y. (상상 커넥트 Vol.7), 발매일: 2019.10.04
앨범명: EXIT, 발매일: 2019.11.20
앨범명: 문지기, 발매일: 2020.02.04
앨범명: 태평천하, 발매일: 2020.08.28
앨범명: 두무개다리, 발매일: 2022.04.12
앨범명: 바람과 흐름, 발매일: 2022.08.09
앨범명: 에루화, 발매일: 2023.05.10
앨범명: New Moon, 발매일: 2023.10.28
"
양반들,인기곡,아래로부터의 혁명도깨비California SunshineY. (상상커넥트 Vol.7)두무개다리
양반들,여담,"양반들은 파도 소리와 함께하는 부드러운 도입부와 몰아치는 연주로 독특한 음악적 색깔을 가지고 있습니다.MBTI가 'I'인 멤버들로 구성된 밴드입니다.다양한 장르를 아우르며 스스로를 풍류(風流)로 정의합니다.부산 밴드씬의 라이징 스타로, 많은 팬들과 인디 동료들에게 사랑받고 있습니다."
양치기소년단,아티스트명,양치기소년단
양치기소년단,유형,그룹 (남성)
양치기소년단,국적,대한민국
양치기소년단,장르,인디락/메탈얼터너티브 록
양치기소년단,멤버,"이름: 이찬빈, 포지션: 보컬, 기타
이름: 나유안, 포지션: 베이스
이름: 강제덕, 포지션: 드럼
이름: 최창현, 포지션: 리드 기타
이름: 이민혁, 포지션: 키보드
"
양치기소년단,아티스트소개,"양치기소년단은 03년생들로 이루어진 5인조 밴드로, 리더 이찬빈이 1년 동안 고심한 끝에 가장 실력 있고 매력적인 멤버들을 소집하여 결성되었습니다. 이솝우화 '거짓말쟁이 양치기 소년'에서 영감을 받아 이름을 지었으며, 어리석지만 사람들을 이끌고 보살피는 양치기의 의미를 담고 있습니다. 장르를 얼터너티브 록으로 구분하지만, 멤버 개개인의 사운드 메이킹과 보컬의 독특한 가사로 독자적인 감성을 만들어냅니다."
양치기소년단,인기곡,핵폭탄 발사 버튼The Three Princesses계획적인 소녀사랑놀이장난
양치기소년단,앨범,"앨범명: 사랑놀이, 발매일: 2024.01.18, 종류: EP(미니)
앨범명: 장난, 발매일: 2024.04.01, 종류: 싱글
앨범명: The Three Princesses, 발매일: 2023.12.28, 종류: 싱글
"
양치기소년단,여담,"양치기소년단은 각 멤버들의 독특한 사운드와 보컬 가사로 독자적인 감성을 만들어내며, 다양한 팬층을 확보하고 있습니다.이솝우화에서 영감을 받은 밴드명은 어리석은 캐릭터이지만, 사람들을 이끌고 보살피는 의미를 담고 있습니다."
어영부영호영,아티스트명,어영부영호영
어영부영호영,유형,솔로 (남성)
어영부영호영,데뷔,2022
어영부영호영,국적,대한민국
어영부영호영,장르,인디포크/어쿠스틱
어영부영호영,인기곡,다시 일어나그대 오는 소리니 속도 모르고그때 우리는미래의 나에게 쓰는 편지
어영부영호영,앨범,"앨범명: 미래의 나에게 쓰는 편지, 발매일: 2023.09.11, 종류: 싱글
앨범명: 그대 오는 소리, 발매일: 2023.06.05, 종류: 싱글
앨범명: 다시 일어나, 발매일: 2023.02.24, 종류: 싱글
앨범명: 그때 우리는, 발매일: 2022.12.12, 종류: 싱글
앨범명: 니 속도 모르고, 발매일: 2022.07.13, 종류: 싱글
"
어영부영호영,아티스트소개,어영부영호영은 2022년 데뷔한 대한민국의 인디 포크/어쿠스틱 싱어송라이터입니다. 그의 음악은 부드럽고 따뜻한 목소리로 듣는 이들에게 위로와 감동을 전합니다.
어영부영호영,여담,"어영부영호영은 진솔한 가사와 서정적인 멜로디로 많은 팬들의 사랑을 받고 있습니다.그는 일상의 작은 이야기들을 음악으로 표현하며, 듣는 이들에게 공감을 이끌어냅니다."
어텐션 24,아티스트명,어텐션 24 (Attention 24)
어텐션 24,유형,밴드 (남성)
어텐션 24,활동연대,2010년대2020년대
어텐션 24,데뷔,2013년
어텐션 24,데뷔,Dance Dance
어텐션 24,국적,대한민국
어텐션 24,장르,인디댄스
어텐션 24,멤버,"이름: 김관호, 포지션: 보컬, 기타
이름: 안상준, 포지션: 기타
이름: 김진환, 포지션: 베이스
이름: 박도현, 포지션: 드럼
"
어텐션 24,인기곡,상상두비두비두누구세요Dance Dance없네요
어텐션 24,앨범,"앨범명: Purple, 발매일: 2022.12.06, 곡수: 6
앨범명: 포토그래퍼, 발매일: 2019.09.17, 곡수: 1
앨범명: Do Not Tip Delivery Boy, 발매일: 2016.10.31, 곡수: 5
앨범명: In Stereotype, 발매일: 2016.09.12, 곡수: 1
앨범명: 어디야?, 발매일: 2014.12.17, 곡수: 2
앨범명: Can You Go On?, 발매일: 2014.11.26, 곡수: 2
"
어텐션 24,아티스트소개,"어텐션 24는 중학교 때부터 친구들끼리 밴드를 결성하여 홍대 지역을 중심으로 활동하다가 군입대를 했습니다. 2년 후, 더욱 성숙해진 음악을 가지고 'Attention 24'라는 이름으로 [Dance Dance] 싱글을 발표하며 데뷔하였습니다."
어텐션 24,여담,"어텐션 24의 음악은 독특한 사운드 메이킹과 매력적인 보컬로 많은 팬들에게 사랑받고 있습니다.그들의 음악은 홍대 인디씬에서 큰 인기를 끌고 있으며, 다양한 무대에서 활발히 활동하고 있습니다."
언체인드,아티스트명,언체인드
언체인드,유형,밴드
언체인드,국적,대한민국
언체인드,장르,인디그런지
언체인드,결성,2001년
언체인드,멤버,"이름: 김광일, 포지션: 기타, 보컬
이름: 조종원, 포지션: 기타
이름: 윤성인, 포지션: 베이스
이름: 함진우, 포지션: 드럼
"
언체인드,아티스트소개,"언체인드는 2001년 부산에서 결성된 인디 밴드로, 현재 김광일(기타&보컬), 조종원(기타), 윤성인(베이스), 함진우(드럼)으로 구성된 4인조 밴드입니다. 이들은 진저 레코드를 설립하여 활동 중이며, 베이시스트는 현재 10번째 멤버입니다. COVID-19 이후 보컬 김광일의 솔로 어쿠스틱 공연을 주로 하다가 2022년 8월부터 밴드셋으로 활발히 활동을 재개하였습니다."
언체인드,디스코그래피,"타이틀: Push ME, 발매일: 2005.07.15
타이틀: 호저, 발매일: 2013.08.12
타이틀: 가시, 발매일: 2014.08.04
타이틀: 너의 조각, 발매일: 2015.07.09
타이틀: The Pied Piper, 발매일: 2016.07.18
타이틀: 표류, 발매일: 2018.04.27
타이틀: 비밀, 발매일: 2023.02.06
"
언체인드,여담,"언체인드는 부산 인디밴드의 자존심으로 불리며, 장르는 그런지로 분류됩니다. 이름에서 보이듯 앨리스 인 체인스의 영향을 많이 받았습니다.제12회 한국대중음악상 최우수 록 노래 부문에 수상 후보로 노미네이트되었습니다.게이트 플라워즈의 보컬 박근홍과는 친한 사이로, 언체인드가 'Rockin' in the Free World'를 부를 때 객원 보컬을 맡기도 합니다.과거 언체인드의 멤버였던 김신영은 뺑소니 사고로 세상을 떠났으며, 그의 유작 앨범 '아무 말없이'는 크라우드 펀딩으로 제작되었습니다."
엉클밥,아티스트명,엉클밥 (UNCLE BOB)
엉클밥,유형,그룹 (남성)
엉클밥,데뷔,2017년
엉클밥,국적,대한민국
엉클밥,장르,인디락/메탈
엉클밥,멤버,"이름: 노순천, 포지션: 보컬, 기타
이름: 신가람, 포지션: 기타
이름: 박정인, 포지션: 베이스
이름: 박정훈, 포지션: 드럼
"
엉클밥,인기곡,Don't Judge Me사람들 사랑들거짓말 안 했으면 좋겠어요새빨간 너의 상처 새파란 어린아이혼자 있는 밤은 너무 위험해
엉클밥,앨범,"앨범명: 아이와 군인, 발매일: 2020.10.26, 종류: 싱글
앨범명: UNCLE BOB, 발매일: 2018.04.18, 종류: 정규
"
엉클밥,아티스트소개,"엉클밥은 2010년 창원에서 결성된 4인조 펑크와 포크가 섞인 록 음악 밴드입니다. 밥처럼 없으면 허전한 편안한 존재가 되고 싶다는 의미를 담고 있으며, 멤버들은 모두 마산에서 고등학교를 함께 나왔습니다. 90년대 음악에서 많은 영향을 받아 다양한 장르의 음악을 섞어 독특한 스타일을 만들어냈습니다."
엉클밥,여담,"엉클밥의 밴드명은 멤버들이 밥을 좋아해서 지은 이름입니다.밴드 멤버들은 각자 악기를 독학으로 배웠고, 작곡 또한 흥얼거린 멜로디에 맞춰 완성해갑니다.노순천은 우울증에 가까운 정신적으로 불안한 시기를 거치며 가사를 쓰기 시작했습니다.엉클밥은 세월호 참사 추모 분위기에서 '새빨간 너의 상처, 새파란 어린아이'를 자주 불렀습니다.엉클밥은 창원에서 인디 뮤지션 바람을 일으킨 밴드로, 지역 뮤지션들에게 큰 영향을 미쳤습니다."
에구,아티스트명,eggu (에구)
에구,유형,솔로
에구,국적,대한민국
에구,활동연대,2010년대2020년대
에구,장르,랩/힙합인디음악R&B/Soul
에구,경력,밴드 '빛과소음' 메인 기타리스트2018년 한국대중음악상 4개 부문 노미네이트화지 Femme Fatales & Getaway Planes 1번 트랙 'Getaway' 작곡
에구,인기곡,No.0 Mystery TrainNo.1 TrainspottingNo.2 The Science Of SleepNo.3 (500) Days Of SummerNo.4 A.i.No.5 Eternal Sunshine Of The Spotless MindNo.6 I Killed My MotherNo.7 Sister Act
에구,아티스트소개,"eggu (에구)는 한국의 솔로 아티스트로, 다양한 장르를 아우르는 음악을 통해 팬들의 사랑을 받고 있습니다. 빛과소음의 메인 기타리스트로 활동하며, 2018년 한국대중음악상에 4개 부문 노미네이트되는 등 다양한 음악적 성과를 거두었습니다."
에디앤더브릭스,아티스트명,Eddie and the Bricks
에디앤더브릭스,멤버,"이름: 에디 (Eddie), 유형: 솔로, 장르: ['인디음악', '록/메탈', 'R&B/Soul', '포크/블루스']
이름: 현안상, 유형: 솔로, 장르: ['인디음악', '록/메탈', '포크/블루스']
"
에디앤더브릭스,활동유형,그룹
에디앤더브릭스,장르,록/메탈
에디앤더브릭스,국적,대한민국
에디앤더브릭스,활동정보,2020 년대
에디앤더브릭스,디스코그래피,"앨범명: 환승연애3 OST Part 3, 곡명: '타이틀': 'Pause'

"
에이틴 에이프릴,아티스트명,에이틴 에이프릴 (Eighteen April)
에이틴 에이프릴,멤버,"보컬: 김영일
기타: 김현수
기타: 이재복
베이스: 피승훈
드럼: 홍성봉
"
에이틴 에이프릴,유형,그룹
에이틴 에이프릴,데뷔,2014
에이틴 에이프릴,국적,대한민국
에이틴 에이프릴,장르,뉴스쿨 메탈인디락/메탈
에이틴 에이프릴,결성,2011년
에이틴 에이프릴,음반,"싱글:
Broodlord (2022.08.22), Polaris (2022.05.23), Kamui (2021.05.14), Wolfpack Rounds (2017.04.26), Oceans Apart (2016.05.06)
EP:
The End Of The New World (2014.03.20)
앨범:
Voices (2019.10.01)
"
에이틴 에이프릴,인기곡,RebirthGreyOceans ApartWolfpack RoundsDreamer
에이틴 에이프릴,아티스트소개,"Eighteen April은 2011년 결성된 뉴스쿨 메탈 밴드로, 국내 크고 작은 공연장에서 뉴스쿨 메탈 장르를 보편화시키기 위해 노력하고 있다. 싱글 2개, EP 1개, 앨범 1개를 발매했으며, 새로운 디지털 싱글 'Kamui'의 발매를 앞두고 있다."
에이틴 에이프릴,바이오그래피,"Eighteen April은 2011년 최초 결성 이후 클럽가 오디션을 통해 정기적인 공연 및 크고 작은 페스티벌을 치르며 활동을 시작했다. 이후 약간의 멤버 변동을 거쳐 김영일 (보컬), 김현수 (기타), 이재복 (기타), 피승훈 (베이스), 홍성봉 (드럼)의 라인업으로 굳어졌다. 잔다리 페스티벌 1회, 말레이시아 밴드 In Carnation과 함께 오른 아시아 메탈 페스티벌 프로모션 쇼, 익스트림 캠프, 락테일 밤 1위 수상 등 다양한 크고 작은 공연을 치렀다. 2013년에는 첫 앨범인 EP 'The End of the New World'를 발매하고 이를 기념하는 쇼케이스를 진행하며 메탈 팬들에게 더 가까이 다가갔다. 다양한 장르를 접목하여 음악 감상의 즐거움과 라이브의 재미를 주기 위해 전 멤버가 항상 노력하고 있다."
에이틴 에이프릴,여담,"클린 보컬 비중을 늘릴 계획이 있으며, 다양한 시도를 중요하게 생각한다.2집 앨범도 곧 발매될 예정이다.보컬 김영일은 게임 매니아이며 스트리트 파이터 5와 플레이스테이션 게임을 좋아한다.멤버들 사이에서 가장 잘생긴 멤버는 성봉이라는 의견이 많다.콜라보를 원하는 아티스트로는 BTS, Itzy, 아이유, Tim Henson, 그냥노창 등을 꼽았다.영향받은 밴드는 Northlane, Oceans Ate Alaska, Periphery, Prompts, DIR EN GREY, L'Arc~en~Ciel 등이다.군복무 경험이 있는 멤버들이 있으며, 다양한 분야에서 근무 중이다.밴드 활동 지속의 원동력은 멤버들 간의 믿음과 의리, 그리고 밴드 활동의 재미이다."
에이틴 에이프릴,디스코그래피,"싱글:
Broodlord (2022.08.22), Polaris (2022.05.23), Kamui (2021.05.14), Wolfpack Rounds (2017.04.26), Oceans Apart (2016.05.06)
EP:
The End Of The New World (2014.03.20)
앨범:
Voices (2019.10.01)
"
에이틴 에이프릴,수상내역,락테일 밤 1위 수상
에이프릴 세컨드,아티스트명,에이프릴 세컨드 (April 2nd)
에이프릴 세컨드,멤버,"보컬: 김경희
기타: 문대광
베이스: 문우건
드럼: 박맑음
"
에이프릴 세컨드,유형,그룹 (남성)
에이프릴 세컨드,데뷔,2010
에이프릴 세컨드,국적,대한민국
에이프릴 세컨드,장르,인디락/메탈
에이프릴 세컨드,바이오그래피,"에이프릴 세컨드는 2010년 결성된 대한민국의 4인조 밴드로, 4월 2일 처음 모인 날짜를 기념하여 팀명을 '에이프릴 세컨드'로 결정했다. 록을 기반으로 한 사운드에 보컬의 유니크한 음색을 더해 관객에게 '행복'과 '위로'의 감정을 선물하는 음악을 추구한다. 국내는 물론 세계적으로 큰 인기를 끌었던 드라마 '도깨비', '사랑의 불시착', '사이코지만 괜찮아' 등의 OST에 직접 작사, 작곡에 참여하며 세계적인 흥행을 거뒀다. 대만, 홍콩, 싱가폴, 태국 등의 아시아 아이튠즈 차트 1, 2위 기록은 물론 국내 실시간 차트 1위를 기록하였으며, 현재는 작품의 Netflix 진출을 통해 OST 트랙들이 전 세계적으로 알려지고 많은 해외 팬들에게 사랑받고 있다."
에이프릴 세컨드,수상내역,2013년 KT&G 밴드 디스커버리 우수상2014년 홍대거리가요제 금상
